id,key,value,type
251270485,highway,traffic_signals,regular
251270913,highway,turning_circle,regular
251270942,highway,turning_circle,regular
251271010,highway,traffic_signals,regular
251271010,traffic_signals,signal,regular
251363869,highway,turning_circle,regular
251363881,highway,crossing,regular
251365665,highway,turning_circle,regular
251365705,highway,turning_circle,regular
251365716,highway,turning_circle,regular
251366427,highway,turning_circle,regular
251366428,highway,turning_circle,regular
251378757,noexit,yes,regular
251384121,source,Bing,regular
251384121,highway,turning_circle,regular
251414001,source,Bing,regular
251414001,highway,traffic_signals,regular
251415628,highway,traffic_signals,regular
251416701,source,Bing,regular
251416701,highway,traffic_signals,regular
251416702,highway,traffic_signals,regular
251416704,highway,traffic_signals,regular
251418594,highway,traffic_signals,regular
251423651,highway,traffic_signals,regular
251429062,highway,traffic_signals,regular
251430590,highway,traffic_signals,regular
251524342,railway,level_crossing,regular
251524343,railway,level_crossing,regular
251577130,highway,traffic_signals,regular
251577143,highway,traffic_signals,regular
251590648,highway,traffic_signals,regular
251590649,highway,traffic_signals,regular
251590655,highway,traffic_signals,regular
251590708,highway,traffic_signals,regular
251590709,highway,traffic_signals,regular
251590710,highway,traffic_signals,regular
251590758,highway,traffic_signals,regular
253842634,highway,traffic_signals,regular
276028426,highway,turning_circle,regular
276039669,highway,traffic_signals,regular
276043940,source,Bing,regular
276043940,highway,turning_circle,regular
276292987,source,Bing,regular
276292987,highway,turning_circle,regular
276293040,source,Yahoo,regular
276293040,highway,turning_circle,regular
276293045,source,Yahoo,regular
276293045,highway,turning_circle,regular
276293666,source,Yahoo,regular
276293666,highway,turning_circle,regular
276297048,source,Bing,regular
276297048,highway,turning_circle,regular
276309521,highway,traffic_signals,regular
276309970,highway,traffic_signals,regular
276310115,highway,traffic_signals,regular
276310179,highway,traffic_signals,regular
276310273,highway,traffic_signals,regular
276848416,highway,crossing,regular
276848417,highway,crossing,regular
276852058,barrier,block,regular
276853601,barrier,block,regular
276853606,barrier,block,regular
276853609,highway,traffic_signals,regular
277045522,highway,crossing,regular
277045522,crossing,traffic_signals,regular
277393096,highway,traffic_signals,regular
277393990,barrier,bollard,regular
277394190,source,Bing,regular
277394190,highway,traffic_signals,regular
277394341,highway,traffic_signals,regular
277398460,highway,turning_circle,regular
277482947,highway,traffic_signals,regular
277482949,highway,traffic_signals,regular
277768564,highway,traffic_signals,regular
277768571,highway,traffic_signals,regular
277846684,railway,level_crossing,regular
277847370,source,Bing,regular
277847370,railway,level_crossing,regular
277847372,source,Bing,regular
277847372,highway,crossing,regular
277847423,railway,level_crossing,regular
277847535,highway,traffic_signals,regular
277847537,highway,traffic_signals,regular
277847624,railway,level_crossing,regular
277847892,railway,level_crossing,regular
277847893,railway,level_crossing,regular
277847894,railway,level_crossing,regular
277847965,source,Bing,regular
277847965,railway,level_crossing,regular
277847971,railway,level_crossing,regular
277847973,railway,crossing,regular
279068243,highway,crossing,regular
279068243,crossing,uncontrolled,regular
279958766,highway,turning_circle,regular
297391140,tourism,viewpoint,regular
297398308,highway,traffic_signals,regular
297398423,highway,traffic_signals,regular
297398432,highway,traffic_signals,regular
297399202,highway,turning_circle,regular
297399262,source,Bing,regular
297399262,railway,crossing,regular
297399688,source,Bing,regular
297399688,railway,crossing,regular
297629002,highway,crossing,regular
299186746,highway,turning_circle,regular
299189309,highway,traffic_signals,regular
299190381,source,Bing,regular
299190381,highway,crossing,regular
299190396,source,Bing,regular
299190396,highway,turning_circle,regular
299613766,railway,level_crossing,regular
304149971,name,BMO,regular
304149971,amenity,bank,regular
304149971,created_by,Potlatch 0.10e,regular
304149972,name,TD Canada Trust,regular
304149972,amenity,bank,regular
304149972,created_by,Potlatch 0.10e,regular
304150007,amenity,parking,regular
304150007,parking,underground,regular
304150163,name,Delta Edmonton Centre Suite Hotel,regular
304150163,tourism,hotel,regular
304150163,created_by,Potlatch 0.10e,regular
313841860,highway,crossing,regular
313841861,highway,crossing,regular
313841861,crossing,traffic_signals,regular
317118733,name,Blue Plate Diner,regular
317118733,amenity,restaurant,regular
317118834,name,Harvey's,regular
317118834,amenity,fast_food,regular
317118834,created_by,Potlatch 0.10f,regular
317118839,name,Mikado,regular
317118839,amenity,restaurant,regular
317118839,created_by,Potlatch 0.10f,regular
317118900,name,Tim Hortons,regular
317118900,amenity,fast_food,regular
317118900,created_by,Potlatch 0.10f,regular
317118906,name,Wendy's,regular
317118906,amenity,fast_food,regular
317118906,created_by,Potlatch 0.10f,regular
317119211,name,Future Shop,regular
317119211,shop,vacant,regular
317119211,en,Best Buy,name
317119385,name,Oliver Square Safeway,regular
317119385,shop,supermarket,regular
317119385,operator,Canada Safeway,regular
317119385,created_by,Potlatch 0.10f,regular
317119549,name,Second Cup,regular
317119549,amenity,cafe,regular
317119549,created_by,Potlatch 0.10f,regular
317121974,name,Delux Burger Bar,regular
317121974,amenity,restaurant,regular
317121974,created_by,Potlatch 0.10f,regular
317122141,name,Jeffrey's Café & Wine Bar,regular
317122141,amenity,cafe,regular
317122141,created_by,Potlatch 0.10f,regular
317122325,name,TD Canada Trust,regular
317122325,amenity,bank,regular
317122325,created_by,Potlatch 0.10f,regular
317124747,name,Crestwood Curling Club,regular
317124747,sport,curling,regular
317124747,created_by,Potlatch 0.10f,regular
317125837,name,Vi's for Pies,regular
317125837,amenity,restaurant,regular
317125837,created_by,Potlatch 0.10f,regular
317331921,name,Double Happiness,regular
317331921,amenity,restaurant,regular
317331921,cuisine,chinese,regular
317331921,created_by,Potlatch 0.10f,regular
331611445,source,Bing,regular
331611445,highway,traffic_signals,regular
331611447,highway,traffic_signals,regular
331612254,source,Bing,regular
331612254,highway,traffic_signals,regular
344373146,emergency,phone,regular
354238124,highway,turning_circle,regular
354252559,highway,turning_circle,regular
354268901,highway,turning_circle,regular
354270767,highway,turning_circle,regular
354273770,highway,turning_circle,regular
354303014,highway,turning_circle,regular
354548294,highway,turning_circle,regular
354555052,highway,turning_circle,regular
354557368,highway,turning_circle,regular
354558844,highway,crossing,regular
354764072,highway,turning_circle,regular
372974323,name,7-Eleven,regular
372974323,shop,convenience,regular
372974323,created_by,Potlatch 0.10f,regular
372974370,name,Esso,regular
372974370,amenity,fuel,regular
372974370,created_by,Potlatch 0.10f,regular
372974426,name,Tiger Express,regular
372974426,shop,convenience,regular
372974426,created_by,Potlatch 0.10f,regular
372974474,name,Shell,regular
372974474,amenity,fuel,regular
372974474,created_by,Potlatch 0.10f,regular
372974510,name,Select,regular
372974510,shop,convenience,regular
372974510,created_by,Potlatch 0.10f,regular
431919169,highway,crossing,regular
438110152,tourism,picnic_site,regular
438110152,fireplace,yes,regular
438110153,tourism,picnic_site,regular
438110153,fireplace,yes,regular
442621196,tourism,picnic_site,regular
442621196,fireplace,yes,regular
444544789,railway,level_crossing,regular
471726497,name,22354,regular
471726497,highway,bus_stop,regular
471726497,operator,Edmonton Transit System,regular
471726497,platforms,2,regular
522281021,highway,crossing,regular
526974238,name,St. Paul's Anglican Church,regular
526974238,amenity,place_of_worship,regular
526974238,religion,christian,regular
526974238,denomination,anglican,regular
566900792,highway,traffic_signals,regular
566901590,source,Bing,regular
566901590,railway,level_crossing,regular
566913832,railway,crossing,regular
599299154,name,Mountain Equipment Co-op Recycling Station,regular
599299154,amenity,recycling,regular
599299154,cans,yes,recycling
599299154,wood,no,recycling
599299154,glass,yes,recycling
599299154,paper,yes,recycling
599299154,waste,no,recycling
599299154,cartons,yes,recycling
599299154,batteries,no,recycling
599299154,cardboard,yes,recycling
599299154,magazines,yes,recycling
599299154,newspaper,yes,recycling
599299154,paper_packaging,yes,recycling
599299154,small_appliances,no,recycling
599299154,electrical_appliances,no,recycling
601754727,name,Shell,regular
601754727,amenity,fuel,regular
601754728,name,Arby's,regular
601754728,amenity,fast_food,regular
601754731,name,Petro Canada,regular
601754731,amenity,fuel,regular
601754732,url,http://planetorganic.ca/locations/planet-organic-edmonton-south/,regular
601754732,name,Planet Organic,regular
601754732,shop,supermarket,regular
601754732,organic,yes,regular
601754734,name,Petro Canada,regular
601754734,amenity,fuel,regular
601754736,url,http://www.tropikagroup.com/,regular
601754736,name,Tropika,regular
601754736,amenity,restaurant,regular
601754736,cuisine,malaysian,regular
605034686,source,Bing,regular
605034686,highway,traffic_signals,regular
620782298,highway,traffic_signals,regular
632127742,name,McLaurin Baptist,regular
632127742,amenity,place_of_worship,regular
632127742,religion,christian,regular
632127742,denomination,baptist,regular
632127746,name,Snow Valley Lodge,regular
632127746,amenity,restaurant,regular
632127750,lit,yes,regular
632127750,name,Snow Valley,regular
632127750,sport,skiing,regular
632127750,website,http://www.snowvalley.ca/,regular
632127750,type,downhill,piste
632127750,grooming,classic+skating,piste
632127750,difficulty,intermediate,piste
632127754,name,Snow Rider,regular
632127754,shop,sports,regular
632127757,fee,yes,regular
632127757,name,Rainbow Valley Campground,regular
632127757,phone,1-780-434-5531,regular
632127757,tourism,camp_site,regular
632127757,website,http://www.rainbow-valley.com/,regular
632127757,capacity,85,regular
632127757,operator,Rainbow Valley Campground,regular
632127757,city,Edmonton,addr
632127757,street,Whitemud Drive NW,addr
632127757,postcode,T6R 2V4,addr
632127757,province,AB,addr
632127771,name,Shopper's Drug World,regular
632127771,amenity,pharmacy,regular
632127783,amenity,recycling,regular
632127795,amenity,place_of_worship,regular
632127795,religion,christian,regular
632192112,name,Alberta Place Suite Hotel,regular
632192112,tourism,hotel,regular
632192113,name,Hertz,regular
632192113,amenity,car_rental,regular
632192114,name,The Second Cup,regular
632192114,amenity,cafe,regular
632192115,name,Matrix Hotel,regular
632192115,tourism,hotel,regular
632192116,name,Legislative Assembly Interpretive Centre,regular
632192116,tourism,museum,regular
632192118,name,All Saints Anglican Cathedral,regular
632192118,amenity,place_of_worship,regular
632192118,religion,christian,regular
632192118,denomination,anglican,regular
632192119,name,First Presbyterian Church,regular
632192119,amenity,place_of_worship,regular
632192119,religion,christian,regular
632192119,denomination,presbyterian,regular
632192120,name,Audrey's Books,regular
632192120,shop,books,regular
632192122,name,Mucho Burrito,regular
632192122,amenity,restaurant,regular
632192122,cuisine,mexican,regular
632192123,name,Save-On Foods,regular
632192123,shop,supermarket,regular
632192123,website,https://www.saveonfoods.com/store/9th-jasper/,regular
632192123,city,Edmonton,addr
632192123,street,109 Street NW,addr
632192123,postcode,T5J 5B4,addr
632192123,province,AB,addr
632192123,housenumber,10180,addr
632192126,name,Coast Edmonton Plaza,regular
632192126,tourism,hotel,regular
632192129,name,Tim Hortons,regular
632192129,amenity,cafe,regular
632192129,cuisine,coffee_shop,regular
632192129,website,http://www.timhortons.com/,regular
632192129,operator,Restaurant Brands International Inc.,regular
632192132,name,Starbucks Coffee,regular
632192132,amenity,cafe,regular
632192132,cuisine,coffee_shop,regular
632192132,smoking,no,regular
632192132,internet_access,wlan,regular
632192134,amenity,cafe,regular
632192134,cuisine,coffee_shop,regular
632192134,internet_access,wlan,regular
632192134,fee,no,internet_access
632192134,name,Starbucks Coffee,regular
632192134,outdoor_seating,yes,regular
632969489,aeroway,helipad,regular
632969519,name,Edmonton General Hospital,regular
632969519,amenity,hospital,regular
636787674,name,A&W,regular
636787674,amenity,fast_food,regular
636787675,url,http://www.cedarparkinn.com/,regular
636787675,name,Best Western Cedar Park Inn,regular
636787675,tourism,hotel,regular
638176465,name,Tony Roma's,regular
638176465,amenity,restaurant,regular
638176466,url,http://www.goldenricebowl.ca/,regular
638176466,name,Golden Rice Bowl,regular
638176466,amenity,restaurant,regular
638176466,cuisine,chinese,regular
638176467,url,http://www.osfm.ca/,regular
638176467,name,Old Strathcona Farmer's Market,regular
638176467,shop,supermarket,regular
638176468,url,http://www.flirtcupcakes.com/,regular
638176468,name,Flirt Cupcakes,regular
638176468,shop,confectionery,regular
651099674,name,HI Edmonton,regular
651099674,tourism,hostel,regular
651099674,website,http://www.hihostels.ca/edmonton,regular
651099674,city,Edmonton,addr
651099674,street,81th Avenue,addr
651099674,country,Canada,addr
651099674,postcode,T6E 1Y1,addr
651099674,province,AB,addr
651099674,housenumber,10647,addr
651099740,highway,crossing,regular
651152526,name,Tim Hortons,regular
651152526,amenity,fast_food,regular
651152526,cuisine,coffee_shop,regular
651152527,name,Wendy's,regular
651152527,amenity,fast_food,regular
651254318,name,High Level Diner,regular
651254318,amenity,restaurant,regular
651254319,city,Edmonton,addr
651254319,housenumber,10922,addr
651254319,postcode,T6G 0Z1,addr
651254319,province,AB,addr
651254319,street,88 Avenue NW,addr
651254319,amenity,bar,regular
651254319,cuisine,bistro,regular
651254319,email,info@thesugarbowl.org,regular
651254319,internet_access,wlan,regular
651254319,name,Sugar Bowl,regular
651254319,opening_hours,"08:00-01:00; Fr,Sa 08:00-02:00",regular
651254319,outdoor_seating,yes,regular
651254319,phone,1-780-433-8369,regular
651254319,smoking,no,regular
651254319,website,http://thesugarbowl.org/,regular
651254320,name,RedBike,regular
651254320,shop,bicycle,regular
651254320,amenity,restaurant,regular
651270224,name,Quad LRT,regular
651270224,public_transport,station,regular
651290983,highway,turning_circle,regular
654022829,highway,crossing,regular
654022909,highway,traffic_signals,regular
654023082,highway,crossing,regular
654023082,crossing,zebra,regular
654253594,highway,traffic_signals,regular
654276689,highway,crossing,regular
654276702,highway,crossing,regular
654587449,highway,traffic_signals,regular
654683417,name,Mac's,regular
654683417,shop,convenience,regular
655118349,city,Edmonton,addr
655118349,housenumber,8712,addr
655118349,postcode,T6G 1E9,addr
655118349,province,AB,addr
655118349,street,109 Street NW,addr
655118349,alt_name,Metro Cinema,regular
655118349,amenity,cinema,regular
655118349,cinema:3D,no,regular
655118349,drive_in,no,regular
655118349,name,Metro Cinema,regular
655118349,operator,Metro Cinema Society,regular
655118349,phone,1-780-425-9212,regular
655118349,website,http://www.metrocinema.org/,regular
655118349,wikidata,Q5523599,regular
655118349,wikipedia,en:Garneau Theatre,regular
655118350,city,Edmonton,addr
655118350,housenumber,8621,addr
655118350,postcode,T6G 1E7,addr
655118350,province,AB,addr
655118350,street,109 Street NW,addr
655118350,amenity,fast_food,regular
655118350,cuisine,hotdog,regular
655118350,delivery,yes,regular
655118350,drive_through,no,regular
655118350,name,IT' DOG,regular
655118350,outdoor_seating,no,regular
655118350,smoking,no,regular
655118350,takeaway,yes,regular
655118350,website,http://www.itdog.ca/,regular
655118351,name,Remedy Café South Side,regular
655118351,yelp,http://www.yelp.com/biz/remedy-cafe-edmonton#query:remedy%20cafe%20south%20side,regular
655118351,phone,1-780-433-3096,regular
655118351,amenity,cafe,regular
655118351,cuisine,indian,regular
655118351,website,http://remedycafe.ca/,regular
655118351,city,Edmonton,addr
655118351,street,109 Street NW,addr
655118351,postcode,T6G 1E8,addr
655118351,bitcoin,yes,payment
655118351,housenumber,8631,addr
655118353,name,Skier's Sportshop,regular
655118353,shop,ski,regular
655121381,amenity,fast_food,regular
655121381,cuisine,mexican,regular
655121381,name,Mucho Burrito,regular
659035625,highway,traffic_signals,regular
662211844,highway,turning_circle,regular
662698968,source,Bing,regular
662698968,highway,crossing,regular
662700508,highway,crossing,regular
662700913,railway,crossing,regular
664132059,source,Bing,regular
664132059,highway,traffic_signals,regular
664143692,highway,crossing,regular
664143759,highway,traffic_signals,regular
664143759,traffic_signals,signal,regular
664143794,highway,traffic_signals,regular
664143794,traffic_signals,signal,regular
668909300,name,Credo,regular
668909300,amenity,cafe,regular
668909300,street,104 Street,addr
668909300,housenumber,10134,addr
694825931,source,Bing,regular
694825931,highway,traffic_signals,regular
696919356,name,Wild Earth Foods,regular
696919356,shop,supermarket,regular
696919359,name,Wild Earth Bakery Cafe,regular
696919359,shop,bakery,regular
696919359,amenity,cafe,regular
705719918,railway,crossing,regular
705720428,railway,level_crossing,regular
705720538,railway,crossing,regular
705720660,railway,crossing,regular
705722391,railway,crossing,regular
727041805,source,Bing,regular
727041805,railway,level_crossing,regular
763957249,url,http://transcendcoffee.com/,regular
763957249,name,Transcend Coffee,regular
763957249,amenity,cafe,regular
763957360,name,Kyoto Japanese Cuisine,regular
763957360,amenity,restaurant,regular
763957360,cuisine,japanese,regular
763957365,url,http://www.phobulousedmonton.com/,regular
763957365,name,Phơbulous,regular
763957365,amenity,restaurant,regular
763957365,cuisine,vietnamese,regular
764881587,amenity,post_box,regular
764881588,name,Guardian Lendrum,regular
764881588,amenity,pharmacy,regular
764881590,url,http://www.sunterramarket.com/st_DocLib/00C/lendrum.htm,regular
764881590,name,Sunterra Marketplace,regular
764881590,shop,supermarket,regular
764881591,name,Mac's,regular
764881591,amenity,fuel,regular
764881593,name,Mac's,regular
764881593,shop,convenience,regular
764881595,name,Petro Canada,regular
764881595,amenity,fuel,regular
764881596,name,Shell,regular
764881596,amenity,fuel,regular
764881598,name,Subway,regular
764881598,amenity,fast_food,regular
764881599,name,Sushi Wasabi,regular
764881599,amenity,restaurant,regular
764881599,cuisine,japanese,regular
773404076,highway,motorway_junction,regular
794954822,railway,station,regular
800038317,name,Subway,regular
800038317,amenity,fast_food,regular
800038320,name,Doan's,regular
800038320,amenity,restaurant,regular
800038320,cuisine,vietnamese,regular
800038320,website,http://www.doans.ca/,regular
800038320,city,Edmonton,addr
800038320,street,107 Street,addr
800038320,postcode,T5J 1J4,addr
800038320,phone,1-780-424-3034,contact
800038320,housenumber,10130,addr
800038330,name,Number 2,regular
800038330,amenity,fire_station,regular
800038330,street,107 Street,addr
800038330,housenumber,10217,addr
800038335,name,Buddy Restaurant,regular
800038335,amenity,restaurant,regular
800038335,cuisine,chinese,regular
800038338,name,Dream Tea House,regular
800038338,phone,1-780-988-7878,regular
800038338,amenity,cafe,regular
800038338,cuisine,ice_cream,regular
800038338,website,http://www.dreamtea.ca/,regular
800038338,internet_access,wlan,regular
801838186,name,Husky,regular
801838186,amenity,fuel,regular
801838220,name,Subway,regular
801838220,amenity,fast_food,regular
801838247,name,Green's Tea House,regular
801838247,amenity,cafe,regular
801838247,street,104 Street,addr
801838247,housenumber,5926,addr
801838261,name,Syphay Restaurant,regular
801838261,amenity,restaurant,regular
801838261,cuisine,Thai;Lao,regular
818378116,name,Culina Restaurant,regular
818378116,amenity,restaurant,regular
818384331,name,Hub Cigar,regular
818384331,shop,newsagent,regular
818387138,name,B's Diner,regular
818387138,amenity,restaurant,regular
818388201,name,Shoppers Drug Mart,regular
818388201,amenity,pharmacy,regular
818388952,name,Save-On-Foods,regular
818388952,shop,supermarket,regular
818389127,name,Edmonton Police Service,regular
818389127,amenity,police,regular
818389834,name,Bee-Bell Bakery,regular
818389834,shop,bakery,regular
818395207,name,Da Capo Caffe,regular
818395207,amenity,cafe,regular
818398194,name,Upper Crust Cafe & Caterers,regular
818398194,email,catering@cafeuppercrust.ca,regular
818398194,phone,1-780-758-5599,regular
818398194,amenity,restaurant,regular
818398194,website,http://www.cafeuppercrust.ca,regular
818398194,city,Edmonton,addr
818398194,street,86 Avenue NW,addr
818398194,country,Canada,addr
818398194,postcode,T6G 0W8,addr
818398194,housenumber,10909,addr
820872175,name,Starbucks Coffee,regular
820872175,amenity,cafe,regular
829642708,name,Revolution Cycle,regular
829642708,shop,bicycle,regular
829643084,amenity,bank,regular
829643084,operator,Canadian Western Bank,regular
835657913,emergency,phone,regular
836358983,tourism,picnic_site,regular
837659016,highway,crossing,regular
841414135,name,River Valley Food Store,regular
841414135,shop,supermarket,regular
841414137,name,Swiss Chalet Express,regular
841414137,amenity,fast_food,regular
841414137,cuisine,chicken,regular
841414139,name,The Pint Public House,regular
841414139,amenity,pub,regular
841414140,name,7-Eleven,regular
841414140,shop,convenience,regular
841464419,name,Domo,regular
841464419,amenity,fuel,regular
841464423,name,Barb & Earnie's,regular
841464423,amenity,restaurant,regular
841464423,website,http://www.barbandernies.com/,regular
841464431,name,Subway,regular
841464431,amenity,fast_food,regular
841464440,name,Cornerstone Community Church,regular
841464440,amenity,place_of_worship,regular
841464440,religion,christian,regular
845514492,name,ATB Financial,regular
845514492,amenity,bank,regular
845514495,name,KFC,regular
845514495,amenity,fast_food,regular
845514505,name,Extreme Pita,regular
845514505,amenity,fast_food,regular
845514507,name,Subway,regular
845514507,amenity,fast_food,regular
845514521,name,Mac's,regular
845514521,shop,convenience,regular
845514540,name,London Drugs,regular
845514540,amenity,pharmacy,regular
846309629,amenity,parking,regular
846309632,name,The Yardbird Suite,regular
846309632,amenity,bar,regular
846309646,name,Catalyst Theater Society,regular
846309646,amenity,theatre,regular
846309648,name,Walterdale Playhouse,regular
846309648,amenity,theatre,regular
846309649,name,ATB Financial Arts Barns,regular
846309649,amenity,theatre,regular
846309649,city,Edmonton,addr
846309649,street,84 Avenue NW,addr
846309649,postcode,T6E 2G9,addr
846309649,housenumber,10330,addr
862785666,name,Albert's Family Restaurant,regular
862785666,amenity,restaurant,regular
862785666,website,http://www.albertsfamilyrestaurants.com/,regular
862785669,name,Hughes,regular
862785669,amenity,fuel,regular
862785675,name,Burger Baron,regular
862785675,amenity,fast_food,regular
862785677,name,CIBC,regular
862785677,amenity,bank,regular
864434189,name,Sam Wok,regular
864434189,amenity,restaurant,regular
864434189,cuisine,chinese,regular
864434193,name,Tokyo Express,regular
864434193,amenity,fast_food,regular
864434195,name,Mongolie Express,regular
864434195,amenity,fast_food,regular
864434196,name,Pizza 73,regular
864434196,amenity,fast_food,regular
864434197,name,Quiznos,regular
864434197,amenity,fast_food,regular
864434197,website,http://www.quiznos.ca/,regular
865540117,source,CanVec 6.0 - NRCan,regular
865540117,city,Edmonton,addr
865540117,street,93 Avenue   NW,addr
